MOVIE NAME,IMDB RATING (out of 10)
The Vivisectionist,5.0
The Voice in the Fog,6.7
The Voice of Satan,4.5
Voices from the Past,7.9
Volonté,6.0
Vordertreppe - Hintertreppe,6.4
The Vow,6.4
Las víctimas de la fatalidad,6.4
The Waif,4.7
Zhenshchina vampir,7.6
Wanted: A Leading Lady,5.9
War World Wide,6.0
War and Peace,5.9
The Warning,4.8
The Warrens of Virginia,5.8
The Warring Millions,6.5
"Was She to Blame? or, Souls That Meet in the Dark",6.2
The Water Clue,6.6
The Way Back,7.2
The Way Out,7.6
We'll Take Her Children in Amongst Our Own,5.4
Wenn Völker streiten,6.8
What Happened on the Barbuda,5.9
What Happened to Father,6.1
What Happened to Jones,5.8
What Should a Woman Do to Promote Youth and Happiness?,5.8
What's Ours?,4.8
Wheat and Tares: A Story of Two Boys Who Tackle Life on Diverging Lines,6.6
The Wheels of Justice,5.0
When Ambrose Dared Walrus,6.1
When Fate Rebelled,5.1
When the Fiddler Came to Big Horn,7.2
When London Burned,6.9
When Love Took Wings,5.9
When Shadows Fall,5.0
When Thieves Fall Out,5.4
When Two Play a Game,6.8
When We Were Twenty-One,3.7
When a Man's Fickle,5.3
When a Queen Loved O'Rourke,4.3
When a Woman Loves,6.6
When It Strikes Home,6.9
When the Gods Played a Badger Game,5.6
When the Mummy Cried for Help,6.6
Where Cowboy Is King,6.0
Where the Forest Ends,6.2
While the Tide Was Rising,7.0
The Whirl of Life,6.7
Whispering Smith,7.0
The White Goddess,6.3
The White Pearl,6.6
The White Scar,5.8
The White Sister,7.3
The White Terror,7.0
Who Pays?,7.5
Who Stole the Doggies?,6.6
Who's Who in Society,6.4
Whose Husband?,7.0
The Widow's Secret,5.3
The Wild Goose Chase,6.1
Wild Life of America in Films,5.5
The Wild Olive,7.2
Wildfire,4.0
A Will of Her Own,6.7
Willful Ambrose,6.1
The Winged Idol,6.9
Winning the Futurity,5.8
Wished on Mabel,2.3
A Witch of Salem Town,5.7
With the Aid of the Law,5.2
The Wolf Man,5.5
The Wolf of Debt,6.2
The Wolf's Prey,6.9
The Woman Next Door,5.7
The Woman Pays,6.5
A Woman Scorned,5.7
The Woman Who Lied,5.2
A Woman's Past,5.9
A Woman's Resurrection,5.9
A Woman,6.3
The Woman,7.2
The Wonderful Adventure,6.5
The Word,6.4
Work,7.8
The Working of a Miracle,6.9
The World of Today,6.4
The World's Desire,7.0
Wormwood,7.5
Het wrak van de Noorzee,6.1
The Wrong Woman,6.6
A Yankee from the West,6.9
The Yankee Girl,8.1
Ye Olden Grafter,5.9
Ekaterina Ivanovna,5.1
A Yellow Streak,5.1
York State Folks,3.8
The Young Man Who 'Figgered',6.5
Young Romance,6.0
Youth,5.8
Zaragoza pintoresca,7.1
Zaza,6.4
Sugar and Spice,5.9
L'énigme de dix heures,6.6
"20,000 Leagues Under the Sea",4.6
A la pesca de los 45 millones,5.3
The Abandonment,6.1
According to Law,2.4
According to the Code,5.9
Acquitted,3.8
The Adventures of Peg o' the Ring,5.7
An Aerial Joyride,6.7
Aktiebolaget Hälsans gåva,5.8
The Alibi,7.0
Alien Souls,5.7
All Man,6.5
Alma torturada,7.3
The Almighty Dollar,6.1
Along the Border,6.4
Along the Malibu,6.3
Where is My Treasure?,5.7
Alsace,7.0
Amar es sufrir,5.8
Ambition,6.6
Ambrose's Cup of Woe,5.2
Ambrose's Fury,6.2
Ambrose's Rapid Rise,6.3
America Preparing,6.8
American Aristocracy,6.8
The American Beauty,2.9
The Americano,7.5
Passano gli Unni...,7.7
Amor y lágrimas,6.2
And the Law Says,6.6
An Angelic Attitude,7.4
Annie Laurie,6.6
The Answer,6.6
Anton the Terrible,5.4
The Apostle of Vengeance,3.8
April,6.9
Los apuros de un paleto,7.1
The Argonauts of California - 1849,5.4
Arms and the Woman,7.1
Around the World,7.4
Arsene Lupin,7.8
Arthur's Desperate Resolve,6.9
The Aryan,7.0
As in a Looking Glass,6.7
Aschenbrödel,6.0
Ashes of Embers,5.9
At Piney Ridge,5.4
At a Premium,7.5
Atta Boy's Last Race,4.7
Audrey,6.2
Aus Mangel an Beweisen,7.0
Autumn,6.7
The Avenger,6.0
L'aventure des millions,6.5
The Awakening of Bess Morton,6.0
The Awakening of Helena Ritchie,6.1
The Awakening,6.5
An Awful Romance,6.3
BZ-Maxe & Co.,6.8
A Circus Romance,2.1
Back Stage,6.1
The Bad Man of Cheyenne,5.0
The Bait,7.1
Wolo czawienko,4.8
The Ballet Girl,6.2
The Bandit's Wager,5.8
Barriers of Society,5.8
A Bath House Blunder,6.6
Bath Tub Perils,6.4
The Battle of Hearts,4.9
The Battle of Life,5.4
Kitchener's Great Army in the Battle of the Somme,6.2
Beans and Bullets,5.3
A Bear of a Story,3.3
The Beast,7.5
Beatrice Fairfax,5.7
Because He Loved Her,6.8
The Beckoning Trail,5.8
The Beggar of Cawnpore,7.1
Behind the Lines,5.6
Behind the Screen,7.2
Behind the Veil,5.3
The Belle of the Season,3.9
Ben Blair,5.8
Bengts nya kärlek eller Var är barnet?,5.8
El beso de la muerte,4.9
El beso fatal,6.2
The Best Man,5.6
Better Halves,5.2
Better Late Than Never,5.8
Bettina Loved a Soldier,5.2
Die Bettlerin von St. Marien,4.8
Betty of Greystone,7.2
Beyond the Trail,6.8
The Big Sister,6.2
Big Tremaine,6.5
Birds of a Feather,6.4
Bitter Sweet,6.0
The Black Crook,7.4
Black Friday,6.0
Black Orchids,6.3
The Black Sheep of the Family,6.3
The Black Wolf,6.2
The Blacklist,4.0
Blazing Love,5.2
The Blindness,7.5
Blood Money,6.9
Blue Blood and Red,5.8
The Blue Envelope Mystery,3.5
Bobbie of the Ballet,6.4
Bobby Bumps Gets a Substitute,6.2
Bobby Bumps Goes Fishing,5.6
Bobby Bumps Helps a Book Agent,6.3
Bobby Bumps Loses His Pup,6.2
Bobby Bumps Queers the Choir,5.0
Bobby Bumps Starts a Lodge,5.6
Bobby Bumps and His Goatmobile,6.6
Bobby Bumps and His Pointer Pup,7.1
Bobby Bumps and the Detective Story,5.0
Bobby Bumps and the Stork,6.7
Bobby Bumps at the Circus,5.8
Bobby Bumps' Fly Swatter,5.2
La vie de Bohème,6.0
Bombs!,5.7
The Bondman,6.6
Borrowed Plumes,5.5
Borrowing Trouble,6.8
Botarate y la andaluza,7.5
Bought and Paid For,6.8
The Brand of Cowardice,6.6
Brandsoldaten,4.1
The Brave Ones,7.7
Braver Than the Bravest,6.1
Brigadier Gerard,6.5
Bright Lights,5.6
The Broken Cross,8.0
Broken Fetters,6.0
The Broken Melody,5.4
The Broken Spur,4.4
The Bruiser,5.4
Bucking Society,6.7
The Bugle Call,5.9
The Bugler of Algiers,6.5
Bullets and Brown Eyes,5.1
Busting the Beanery,6.4
By Stork Delivery,4.0
Who Killed Simon Baird?,5.4
Die Börsenkönigin,6.0
The Call of the Cumberlands,5.8
Calle som miljonär,6.2
Calles nya kläder,4.5
"Calínez y Gedeón, detectives",7.2
The Canby Hill Outlaws,7.6
The Candy Trail,3.8
Caprice of the Mountains,8.1
The Captive God,5.4
Los cascabeles fantasmas,4.8
Casey at the Bat,3.1
Caught in a Jam,7.3
Ce que les flots racontent,5.9
Cenere,5.8
The Chalice of Sorrow,6.8
The Challenge,6.8
Charlot II y su familia,6.7
The Chattel,5.0
Cheaters,6.7
The Chess Queen,8.0
Chicken-Hearted Jim,5.0
Chickens,6.7
A Child of Mystery,7.1
A Child of the Paris Streets,6.5
A Child of the Streets,3.2
The Children Pay,6.6
The Children in the House,8.0
Children of the Feud,5.8
Christus,4.0
Ciklámen,5.2
Cinders of Love,4.6
The Circular Room,7.3
The City of Failing Light,6.9
Civilization,5.4
A Close Call,4.4
The Closed Road,5.2
The Clown,6.8
The Code of His Ancestors,7.0
The Code of Honor,7.5
The Code of Marcia Gray,7.2
Colonel Heeza Liar's Bachelor Quarters,6.8
Colonel Heeza Liar Captures Villa,6.2
Colonel Heeza Liar Gets Married,4.7
Colonel Heeza Liar on Strike,5.4
Colonel Heeza Liar Plays Hamlet,3.3
Colonel Heeza Liar Wins the Pennant,6.5
Colonel Heeza Liar and the Bandits,5.8
Colonel Heeza Liar and the Pirates,5.6
Colonel Heeza Liar at the Vaudeville Show,4.4
Colonel Heeza Liar's Courtship,7.0
Colonel Heeza Liar's Waterloo,5.4
"Colonel Heeza Liar, Hobo",6.3
The Colored American Winning His Suit,5.7
The Combat,7.0
The Come-Back,5.6
The Committee on Credentials,6.0
Common Ground,5.4
The Common Law,6.8
Como aquel día,5.8
The Conflict,5.9
Crooked Trails,5.2
Cooks vs. Chefs: The Phable of Olaf and Louie,6.6
A Corner in Water,6.9
The Cossack Whip,5.8
The Count,6.2
The Country That God Forgot,6.3
The Courtin' of Calliope Clew,4.7
The Cowpuncher's Peril,7.2
Cramps,7.0
A Creampuff Romance,5.8
The Crimson Stain Mystery,7.8
The Crimson Yoke,6.3
The Crippled Hand,3.2
The Crisis,6.3
The Crucial Test,4.8
Culpas ajenas,7.2
Curlew Corliss,6.9
The Cycle of Fate,7.2
The Danger Girl,4.7
Een danstragedie,5.5
Daphne and the Pirate,6.0
Daredevil Kate,5.7
The Daring of Diana,6.5
A Dash of Courage,6.6
A Daughter of the Gods,6.7
David Garrick,6.1
Davy Crockett,6.5
The Dawn Maker,7.9
The Dawn of Love,6.5
A Day at School,4.6
The Decoy,2.8
A Deep Sea Liar,5.5
Delinquent Bridegrooms,6.8
The Demon of Fear,5.6
The Desert Calls Its Own,7.3
The Desert,5.2
The Deserter,4.9
Desperation,4.8
Destiny,5.3
Destiny's Toy,6.5
The Destroyers,4.9
Deuda pagada,4.5
The Devil at His Elbow,6.6
The Devil's Bondwoman,6.2
The Devil's Double,6.6
The Devil's Needle,7.1
The Devil's Prize,6.1
Diamant,6.4
Diane of the Follies,6.1
Diana the Huntress,4.2
Dimples,2.3
Diplomacy,4.7
The Dividend,3.4
Doctor Neighbor,5.4
Doctoring a Leak,6.9
The Dog Pound,7.1
Mr. Doctor,6.1
Dollars and Sense,5.9
Dollars of Dross,5.4
Dolly's Scoop,4.7
Dough Nuts,6.9
The Dream Girl,5.9
Dreamy Dud Has a Laugh on the Boss,5.8
Dreamy Dud Joyriding with Princess Zlim,5.5
Dreamy Dud Lost at Sea,5.8
Dreamy Dud in the African War Zone,4.4
Dreamy Knights,6.0
Le droit à la vie,5.9
Drugged Waters,4.8
Ducking a Discord,7.6
The Dumb Girl of Portici,5.8
The Dupe,6.5
Duplicity,3.8
Kiss of Death,7.5
Each Pearl a Tear,6.2
The Eagle's Wings,6.2
East Lynne,6.2
Edison Bugg's Invention,6.3
Az egymillió fontos bankó,7.0
Die Ehe der Luise Rohrbach,5.5
Un ejemplo,8.0
Elnémult harangok,7.0
Elusive Isabel,6.3
Enchantment,5.2
The End of the Rainbow,6.4
The End of the Trail,5.8
An Enemy to the King,6.0
Enslingens hustru,6.8
Ernst ist das Leben,6.8
The First Patient,6.4
Es war einst ein Prinzesschen,6.8
Esther,3.4
The Eternal Grind,6.9
The Eternal Sappho,5.5
An Eventful Evening,7.9
The Evil Thereof,6.4
The Evil Women Do,7.5
The Extra Man and the Milk-Fed Lion,2.1
The Eye of God,6.7
Eye of the Night,5.9
The Medic,6.4
The Fable of Books Made to Balance,4.6
The Fable of Flora and Adolph and a Home Gone Wrong,6.5
"The Fable of Handsome Jethro, Who Was Simply Cut Out to Be a Merchant",6.5
The Fable of How Wisenstein Did Not Lose Out to Buttinsky,5.8
The Fable of the Fearsome Feud Between the First Families,6.0
The Fable of the Good Fairy with the Lorgnette and Why She Got It Good,5.6
The Fable of the Grass Widow and the Mesmeree and the Six Dollars,6.5
The Fable of the Kid Who Shifted His Ideals to Golf and Finally Became a Baseball Fan and Took the Only Known Cure,5.2
The Fable of the Kittenish Super-Anns and the World-Weary Snipes,5.8
The Fable of the Preacher Who Flew His Kite But Not Because He Wished to Do So,5.7
The Fable of the Slim Girl Who Tried to Keep a Date That Was Never Made,7.0
The Fable of the Small Town Favorite Who Was Ruined by Too Much Competition,7.2
The Fable of the Throbbing Genius of a TankTown Who Was Encouraged by Her Folks Who Were Prominent,4.5
The Fable of the Two Philanthropic Sons,7.7
The Fable of the Undecided Brunette,7.0
The Face in the Mirror,6.6
Faith,5.8
Faith's Reward,5.9
The Fall of a Nation,5.5
The Village Rogue,3.8
The Wolf,5.7
Father Gets Into the Movies,7.1
Fatty and Mabel Adrift,6.6
The Fear Market,7.6
The Feast of Life,6.8
The Feathered Nest,4.7
Fehér éjszakák,6.5
The Black Rainbow,5.0
Felix on the Job,6.7
The Feud Girl,5.8
Fido's Fate,5.6
Fiesta de la flor en Zaragoza,7.1
Fiesta del árbol en Zaragoza,6.9
Fifty-Fifty,6.7
Fighting Blood,5.0
Fighting Joe,5.9
The Finer Metal,6.5
Fioritures,5.7
The Fireman,6.1
Fires of Conscience,5.9
"$5, 000 Reward",5.5
The Flirt,6.9
Flirting with Fate,6.5
The Floorwalker,6.9
Flor de otoño,5.0
The Flower of No Man's Land,4.9
The Flying Torpedo,5.5
The Fool's Revenge,5.4
For Ten Thousand Bucks,7.1
For the Defense,6.6
The Forgotten Prayer,7.1
Le fou de la falaise,6.2
The Foundling,7.2
The Fourth Estate,5.8
Frenzied Finance,6.0
Friday the 13th,4.0
From Broadway to a Throne,3.7
Fyrstindens skæbne,6.1
Fången på Karlstens fästning,5.3
"The Tenor, Inc.",6.2
The Gamble,5.8
Under Suspicion,6.5
The Garden of Shadows,5.9
The Gates of Eden,5.5
The Gay Lord Waring,5.2
Les gaz mortels,6.9
The Mixed Ladies Chorus,6.4
Genie tegen geweld,6.4
The Gilded Cage,6.8
The Gilded Spider,6.5
The Girl from Frisco,6.1
The Girl Philippa,5.6
The Girl Who Didn't Tell,5.5
The Girl Who Feared Daylight,6.3
The Girl with the Green Eyes,6.7
The Girl in Lower 9,5.2
The Girl of Gold Gulch,5.7
The Girl of Lost Lake,6.9
Gloria's Romance,6.8
Gloriana,6.3
God's Country and the Woman,6.0
God's Crucible,6.2
God's Half Acre,2.5
Going Straight,6.8
Going West to Make Good,8.1
Gold and the Woman,7.4
The Golden Idiot,5.6
The Golden Thought,7.5
The Good Bad-Man,4.6
The Good Woman,6.3
The Grasp of Greed,7.1
The Great Pearl Tangle,4.6
The Great Problem,5.7
The Greater Woman,5.5
Green Stockings,7.1
The Green Swamp,7.0
The Green-Eyed Monster,5.5
Gretchen the Greenhorn,5.8
The Grip of Evil,6.9
The Grip of Jealousy,4.3
Guldspindeln,6.2
A Gutter Magdalene,6.3
Gypsy Joe,6.2
The Habit of Happiness,6.4
Half a Rogue,5.3
The Half-Breed,6.3
The Half Million Bribe,6.6
The Hand of Peril,6.7
Hans hustrus förflutna,5.5
Harmony in A Flat,6.6
The Haunted Manor,5.1
Haunts for Rent,6.2
The Havoc,6.6
Havsgamar,6.1
Haystacks and Steeples,5.2
Hazel Kirke,6.3
He Did and He Didn't,7.6
He Fell in Love with His Wife,5.9
"Tot, kto poluchaet poshchechiny",6.3
He Wrote a Book,5.8
The Head of the Family,6.4
Zlaté srdécko,6.8
The Heart of Nora Flynn,6.5
The Heart of Paula,4.5
The Heart of a Child,5.7
The Heart of a Hero,6.1
The Heart of a Mermaid,7.1
The Heart of the Hills,6.2
Hearts and Sparks,7.2
The Heir to the Hoorah,5.4
The Heiress at Coffee Dan's,4.0
Helen of the Chorus,5.1
Hell's Hinges,7.8
Hell-to-Pay Austin,5.0
Help!,5.8
Hennes Kungliga höghet,6.4
Her American Prince,5.5
Her Bitter Cup,6.8
Her Debt of Honor,5.4
Her Double Life,6.3
Her Father's Son,6.7
Her First Beau,6.1
Her Great Triumph,7.0
Her Husband's Honor,6.8
Her Husband's Wife,6.7
Her Marble Heart,5.9
The Heritage of Hate,6.3
The Hero,7.6
The Heroes,6.7
The Hidden Scar,7.1
Hired and Fired,6.2
His Auto Ruination,6.1
His Bitter Pill,6.5
His Blowout,4.6
His Bread and Butter,5.2
His Brother's Pal,5.8
His Busted Trust,5.6
His First False Step,6.5
His Hereafter,6.3
His Lying Heart,5.6
His Picture in the Papers,7.5
His Pride and Shame,5.5
His Rival,4.6
His Wife's Good Name,5.2
His Wife's Mistakes,5.8
His Wild Oats,7.6
His World of Darkness,6.5
Hist! At Six O'Clock,7.5
The Hock Shop,6.3
Hoffmanns Erzählungen,7.8
"Homunculus, 1. Teil",7.4
Hon segrade,6.0
Honor Thy Name,7.3
The Honor of Mary Blake,6.4
Honor's Altar,7.1
The Honorable Friend,6.3
Hoodoo Ann,5.8
Hop - The Devil's Brew,5.9
The House with the Golden Windows,3.3
Dom smerti,6.767
The House of Lies,6.4
Hulda from Holland,5.6
Hulda the Silent,6.1
Human Driftwood,4.8
Humanidad,4.7
Hungry Hearts,6.7
The Hunted Woman,5.2
The Huntress of Men,5.5
Husband and Wife,6.7
Husks of Love,6.8
Hypocrisy,6.1
Högsta vinsten,6.2
I elfte timmen,7.9
I minnenas band,6.6
Ice,7.0
El idiota de Sevilla,5.7
Idle Wives,5.6
If My Country Should Call,3.5
Im Angesicht des Toten,5.2
Immediate Lee,3.7
In His Own Trap,5.3
Days of Daring,6.3
In the Diplomatic Service,6.3
In the Heart of New York,6.7
In the Shadows,6.5
Inbad the Sailor,6.0
Inbad the Sailor Gets Into Deep Water,2.8
The Indestructible Hats,7.0
The Inner Struggle,7.1
The Innocence of Ruth,5.4
The Innocent Lie,3.2
An Innocent Magdalene,6.2
An International Marriage,6.5
Into the Primitive,5.7
Intolerance,6.8
The Intrigue,7.2
Iris,2.2
The Iron Claw,6.9
The Iron Hand,7.3
The Iron Mitt,6.9
The Iron Woman,7.2
Is Any Girl Safe?,6.6
The Island of Desire,5.1
The Island of Surprise,5.6
The Isle of Life,6.7
It Happened in Honolulu,6.7
It Happened in Pikesville,6.2
Jailed,5.9
Jealous Jolts,4.6
Jealousy,6.6
Jeff's Toothache,6.2
Jim Grimsby's Boy,2.5
Jim Slocum No. 46393,4.0
John Needham's Double,4.5
Joy and the Dragon,5.3
Las joyas de la condesa,6.7
Judex,5.6
The Judge,5.3
Judgment of the Guilty,5.9
Judith of the Cumberlands,6.6
Jura de bandera,5.4
Just Like a Woman,4.5
Kampen om hans hjärta,3.5
The Karthauzer,6.4
Kennedy Square,6.7
King Lear,6.4
The King's Daughter,6.8
The King's Game,6.1
"Kinkaid, Gambler",7.3
The Kiss of Hate,5.2
The Kiss,7.2
A Knight of the Range,6.3
Kärlek och journalistik,6.5
Victory of Love,5.6
Kärlekens irrfärder,6.8
A Kétszívü férfi,5.5
A Lady in the Library,3.6
Land o' Lizards,5.1
The Lash,8.0
A Lass of the Lumberlands,5.9
The Last Man,4.0
The Laugh of Scorn,7.1
Leben um Leben,7.1
Legal Advice,3.9
Less Than the Dust,5.5
Leutnant auf Befehl,5.2
Levensschaduwen,6.3
Liberty,6.4
Life Savers,5.3
Life's Blind Alley,6.3
Life's Harmony,6.6
Life's Shadows,5.9
The Light at Dusk,7.1
The Light of Happiness,7.1
Lillis erste Liebe,7.1
Lillo of the Sulu Seas,6.7
The Limousine Mystery,6.8
The Lion and the Girl,7.1
Little Eve Edgarton,6.2
The Little Fraud,5.2
Little Lady Eileen,6.9
The Little Liar,7.2
Little Mary Sunshine,6.2
Little Meena's Romance,7.0
Little Miss Happiness,5.6
Little Partner,6.2
La loca del monasterio,3.9
Lonesome Luke Leans to the Literary,5.8
Lonesome Luke Lolls in Luxury,3.9
"Lonesome Luke, Circus King",6.8
The Lords of High Decision,7.1
The Lost Bridegroom,7.5
The Lottery Man,5.0
Lottes erste Liebe,7.2
The Love Comet,5.8
The Love Girl,7.4
The Love Mask,6.7
A Love Riot,5.2
The Love Thief,5.8
Love Will Conquer,5.4
Love and Duty,4.3
Love and Hate,6.9
Love's Crucible,5.9
Love's Lariat,4.3
Love's Masquerade,6.3
Lovely Mary,6.1
A Lover's Might,5.7
A Lucky Gold Piece,5.8
Luke Does the Midway,6.4
Luke Foils the Villain,5.1
Luke Joins the Navy,4.8
Luke Laughs Last,5.2
Luke Locates the Loot,6.9
Luke Lugs Luggage,5.3
Luke Pipes the Pippins,7.6
Luke Rides Roughshod,6.2
Luke and the Bang-Tails,5.4
Luke and the Bomb Throwers,7.1
Luke and the Mermaids,7.0
Luke and the Rural Roughnecks,5.8
Luke's Double,6.8
Luke's Fatal Flivver,5.6
Luke's Fireworks Fizzle,6.5
Luke's Late Lunchers,6.9
Luke's Lost Lamb,6.0
Luke's Movie Muddle,6.0
Luke's Newsie Knockout,7.2
Luke's Preparedness Preparations,4.5
Luke's Shattered Sleep,5.7
Luke's Society Mixup,5.5
Luke's Speedy Club Life,7.1
Luke's Washful Waiting,6.7
"Luke, Crystal Gazer",6.8
"Luke, Patient Provider",6.6
"Luke, Rank Impersonator",7.3
"Luke, the Candy Cut-Up",7.0
"Luke, the Chauffeur",6.2
"Luke, the Gladiator",6.0
The Yellow Streak,5.5
The Lure of Heart's Desire,5.9
Lyckonålen,5.7
Lying Lips,6.7
Macbeth,6.3
Macbeth,6.1
The Warrior,6.2
Madame Cubist,5.4
Madame la Presidente,6.0
Madame X,6.0
Madcap Ambrose,6.6
The Madcap,5.6
The Strength of the Fatherland,6.3
Maid Mad,6.9
A Maid to Order,6.1
The Mainspring,7.0
Majoor Frans,8.3
Maki állást vállal,5.4
The Making of Maddalena,7.0
Seven of Spades,6.0
Mammy's Rose,4.8
The Man from Bitter Roots,4.7
The Man Inside,6.1
The Man Who Bought London,5.8
The Man Who Stood Still,5.6
The Man Who Would Not Die,5.3
The Man with the Glass Eye,6.8
The Man Within,4.8
I Believe,5.9
Man and His Soul,5.1
The Man from Egypt,6.4
The Man from Manhattan,7.7
The Man from Nowhere,5.5
The Man in Motley,7.2
The Man in the Sombrero,7.3
A Man of Sorrow,6.3
A Man's Friend,4.7
The Manager of the B & A,6.7
Manhattan Madness,5.7
La mano,5.2
Manobras Navais Portuguesas,6.7
The Manxman,5.4
A Maori Maid's Love,6.3
The Marble Heart,6.4
Margy of the Foothills,5.4
Maria Rosa,6.7
The Mark of Cain,5.8
The Market of Vain Desire,6.1
